Id,Sentiment,Pasangan Calon,Text Tweet,Buzzer/Not,PIC
806,positive,Anies-Sandi,Selamat datang #GubernurBaru #AniesSandi amanah telah menanti Maju Kotanya Bahagia Warganya,Buzzer,Bryan
807,positive,Anies-Sandi,Pasangan #AniesSandi merupakan pasangan yang ideal untuk #MerajutJakartakembali dari dinamika yang terjadi diIbu Kota Jakarta. #ILC,Buzzer,Bryan
808,positive,Anies-Sandi,Kok masih dibahas? Ini sudah di-counter di situs anti HOAX tim #AniesSandi,Not,Bryan
809,positive,Anies-Sandi,"@maspiyuuu fakta 58% pemilih #AniesSandi sepakat, untuk #AhokForBali1, sbaliknya pmilih #Ahok yang 42% gmana? #JanganHipokrit",Buzzer,Bryan
810,positive,Anies-Sandi,Saksikan Live Merajut Jakarta Kembali bersama Bang Anies dan Bang Sandi. #tvone #aniessandiâ€¦ https://www.instagram.com/p/BTTx-ulBtil/,Not,Bryan
811,positive,Anies-Sandi,Kerinduan ini mencapai klimaksnya akan sosok gubernur Jakarta yang cinta Persija (Insha Allah) Chant #AniesSandi pun bergema di stadion,Buzzer,Bryan
812,positive,Anies-Sandi,@JktMajuBersama Sambil nunggu hasil resmi KPU. Yuk kawal #AniesSandi & rangkul smua... http://fb.me/W7EoLl8p,Buzzer,Bryan
813,positive,Anies-Sandi,Silaturahmi bersama teman-teman media yang selama ini mengikuti kegiatan kampanye kami. Terima kasih semuanya! Salam bersama! #AniesSandi,Not,Bryan
814,positive,Anies-Sandi,"Era #AniesSandi pastinya tidak ada lagi ucapan PEMAHAMAN NENEK LOE!, ucapan yang ada hanyalah prilaku santun... http://fb.me/24ysSwMOQ",Buzzer,Bryan
815,positive,Anies-Sandi,"Bersama Mas Sugeng, pelaku UMKM Gultik. Saya undang ke posko pemenangan. Semoga usaha tambah sukses dan semakin OK-OCE! #AniesSandi #OKOCE",Buzzer,Bryan
816,positive,Anies-Sandi,#okeoce selalu dihati #pilkadadki,Not,Bryan
817,positive,Anies-Sandi,"Perumahan DP 0%, Pemprov Harus Subsidi Rp 52 Juta Per Unit https://goo.gl/GEyUeP  #ProgramAniesSandi #JanjiKampanye #AniesSandi",Buzzer,Bryan
818,positive,Anies-Sandi,Kemenangan #AniesSandi kemenangan warga Jakarta! Umat Islam masih harus terus berjuang menuntut keadilan hukum terhadap #AhokPenistaAgama,Buzzer,Bryan
819,positive,Anies-Sandi,#ahok #temanahok #aniessandi Teman Ahok Minta Anies-Sandi Harus Lebih Baik dari Ahok http://dlvr.it/Nyqxzd,Buzzer,Bryan
820,positive,Anies-Sandi,"Kemenangan #AniesSandi di #PilkadaDKI putaran ke 2 bukan kemenangan sekelompok orang,tetapi kemenangan seluruh warga DKI rakyat Indonesia.",Buzzer,Bryan
821,positive,Anies-Sandi,"2. Semoga @aniesbaswedan @JktMajuBersama @sandiuno melebur semua relawan menjadi RELAWAN JAKARTA yang bersatu!#AniesSandi, #menyatukan",Buzzer,Bryan
822,positive,Anies-Sandi,"Cfd bersama sandiaga uno..seru,rame & menyehatkan.. #aniessandi #gubernurdkijakarta #okeoceâ€¦ https://www.instagram.com/p/BTNmfVBgqDs/",Buzzer,Bryan
823,positive,Anies-Sandi,Tim Transisi Anies-Sandi Usulkan Program DP 0% Masuk APBDâ€¦â€¦ https://goo.gl/fb/NxNsv5  #nasional #aniessandi #apbd #dp #masuk #program #t,Buzzer,Bryan
824,positive,Anies-Sandi,Dahsyat. Tidak Menyesal nyoblos #aniessandi kemarin,Buzzer,Bryan
825,positive,Anies-Sandi,#AhokDjarot yang menerapkan Open Government & Good Governance dengan triple pasword untuk APBD DKI membantu #AniesSandi merealisasi program!,Buzzer,Bryan
826,positive,Anies-Sandi,Wakil Timses Anies-Sandi Pantau Pencoblosan Ulang di TPS 1 Gambir #WakilTimses #AniesSandi #Pantau #TPS01Gambir https://www.harianbernas.com,Buzzer,Bryan
827,positive,Anies-Sandi,bersyukur kepada Allah bahwa orang cerdas dan pandai masih banyak di jakarta.. buktinya #AniesSandi menang telak ...#Jakarta #cerdas,Buzzer,Bryan
828,positive,Anies-Sandi,"waduh maaf, saya ahoker tapi kalo yang ini saya setuju sama pak anies.. gimana ya #aniessandi #ahokselaludihati",Not,Bryan
829,positive,Anies-Sandi,Menuduh pendukung #AniesSandi ekstrimis itu seperti momen gagal fokus. #AdaAqua. Cc: @MarissaAnita,Not,Bryan
830,positive,Anies-Sandi,Anies: Komitmen Kita adalah Kota Jakarta Paling Bhineka di Indonesia. #GubernurBaru #AniesSandi Anies-Sandi... http://fb.me/7F3Lncd4W,Buzzer,Bryan
831,positive,Anies-Sandi,"1. kita Jangan biarkan #AniesSandi keluar dari komitmennya. Tetap jadi pendukung yang selalu mengingatkan, menegur, mengkritisi",Not,Bryan
832,positive,Anies-Sandi,Terima kasih untuk Relawan Agus-Sylvi yang Telah Memilih #AniesSandi | http://gl-pro08.com @prabowo @aniesbaswedan @sandiuno,Buzzer,Bryan
833,positive,Anies-Sandi,Anies-Sandi Harus Satukan Warga Jakarta yang Terbelah http://bit.ly/2pYhpup  #AniesSandi #PilkadaDKI,Buzzer,Bryan
834,positive,Anies-Sandi,Kemenangan sesungguhnya KEADILAN HUKUM dan KEADILAN SOSIAL yang Timpang dirasakan Rakyat. #AniesSandi #AniesSandiDKI1,Buzzer,Bryan
835,positive,Anies-Sandi,"Kami percaya, di bawah kepemimpinan #AniesSandi, Jakarta akan menjadi lebih santun, Jakarta lebih baik lagi, Jakarta yang lebih luar biasa.",Not,Bryan
836,positive,Anies-Sandi,Siiiip pak. Selalu bantu dan kawal #AniesSandi yaa pak untuk merealisasikan smua programnya.,Not,Bryan
837,positive,Anies-Sandi,"#AniesSandi itu pemimpin yang akan berada ditengah,yang akan merangkul smua masyarakatnya,tanpa membedakan suku, agama,ras dan antargolongan",Buzzer,Bryan
838,positive,Anies-Sandi,Polda Diminta Objektif Selidiki Kasus Sandiaga Uno http://merahputih.com/  #merahputih #sandiagauno #aniesSandi #jakarta,Not,Bryan
839,positive,Anies-Sandi,"#PilkadaJakarta #AniesSandi | Wah, apakah Persija bakal punya stadion yang rumputnya seperti di MU dan tempat...",Buzzer,Bryan
840,positive,Anies-Sandi,Kompas Tv Sandiaga Uno #jakarta #AniesSandi #kompas,Not,Bryan
841,positive,Anies-Sandi,Saya percaya usaha kita tak sia-sia. Teruslah mengemban amanat untuk Jakarta dan warganya. #PANbekerja #AmanatNasional #AniesSandi,Not,Bryan
842,positive,Anies-Sandi,"Salam, Saudaraku. Berdasarkan exitpoll Litbang Kompas, mayoritas pemilih PAN memilih pasangan Anies-Sandi. #AniesSandi #AmanatNasional",Not,Bryan
843,positive,Anies-Sandi,"maju terus pak HT bersama #AniesSandi jadilah penyejuk dan pemersatu bangsa, dan sama2 memajukan jakarta ke yang lebih baik lagi.",Not,Bryan
844,positive,Anies-Sandi,Mari lebih bekerja keras supaya dapat mengemban amanah. #AniesSandi #AmanatNasional #PilkadaDKI2017,Not,Bryan
845,positive,Anies-Sandi,"Syukur Alhamdulillah, kemenangan untuk rakyat Jakarta sudah di depan mata. #AniesSandi #AmanatNasional #PilkadaDKI2017",Not,Bryan
846,positive,Anies-Sandi,Waaah... #PKSLampung #aniessandi,Not,Bryan
847,positive,Anies-Sandi,Tidak usah ngawur lah. #AniesSandi berpihak pada pengusaha dan rakyat. Berbeda dengan ahok yang hanya pro pengembang,Buzzer,Bryan
848,positive,Anies-Sandi,Saran untuk #AniesSandi dalam mewujudkan program dana 1Milyar/RW dibutuhkan persetujuan DPRD @Kemendagri_RI dan @KPK_RI untuk cegah korupsi,Not,Bryan
849,positive,Anies-Sandi,Iya Setuju banget Pak HT. #AniesSandi pasti akan membawa Jakarta lebih baik lagi.,Not,Bryan
850,positive,Anies-Sandi,Saran untuk #AniesSandi agar Reklamasi dpt dibatalkan agar dibicarakan dengan Pemerintah Pusat @KSPgoid @kemaritiman @kkpgoid @KejaksaanRI,Not,Bryan
851,positive,Anies-Sandi,"Jeda Iklan, Sandiaga Turun dari Panggung Debat lalu Peluk Erat Nelayan : Bang @sandiuno #OkeOce #salambersama",Buzzer,Bryan
852,positive,Anies-Sandi,"LSI: Jelang Pilkada, Suara Ahok Tertinggal Jauh dari Anies - #AniesSandiMenang #GubernurGu3 #OkeOce",Not,Bryan
853,positive,Anies-Sandi,Sandiaga Uno: Gaji Lima Tahun Saya untuk Kaum Dhuafa http://bit.ly/2pwgHV8,Not,Bryan
854,positive,Anies-Sandi,Bismillah semoga tahun ini ada gubernur baruu... #AniesJawaraJakarta #GubernurkuAniesBaswedan #OkeOce #TolakReklamasi,Buzzer,Bryan
855,positive,Anies-Sandi,"Ya Allah, karuniai kami dengan gubernur dan wagub yang jujur, adil dan amanah, benar2 tulus mengabdi demi kemaslahatan DKI Jakarta. Amin",Not,Bryan
856,positive,Anies-Sandi,Menarik.... Yang penting sesuai hati nurani <OK HAND> <OK HAND> <OK HAND> #Pilkada #Pilkada #PilkadaDki #PilkadaDki2017 #JakartaElection,Not,Bryan
857,positive,Anies-Sandi,Selamat atas keberhasilan #TikoTumbangkanToke #pilkadadki2017 #PilkadaDKI #pilkadajakarta <OK HAND>,Buzzer,Bryan
858,positive,Anies-Sandi,"Macam-macam ya keramaian pilkada dki. ada yang potong nenen ,yang jago ngeles karena ramalan. Selamat pak Anies-Sandi #pilkadadki2017",Not,Bryan
859,positive,Anies-Sandi,Semoga janji Gubernur baru terpenuhi <FOLDED HANDS> #PilkadaDKI #pilkadadki2017,Not,Bryan
860,positive,Anies-Sandi,"Jakarta benar-benar milik Indonesia, Terima Kasih Pak! #jakartamemilih #JakartaMemilihJawara #PilkadaDKI #pilkadadki2017",Not,Bryan
861,positive,Anies-Sandi,Pilihanku <OK HAND> <OK HAND> <OK HAND> #pilkadaputarankedua #pilkadadki #pilkadadki2017 https://www.instagram.com/p/BTDfaWKANlH/,Buzzer,Bryan
862,positive,Anies-Sandi,Anies Pasrah dengan Hasil Pilkada DKI Jakarta. https://goo.gl/VqrfZU  #pilkadadki2017 @aniesbaswedan,Not,Bryan
863,positive,Anies-Sandi,Allahuakbar 3x . #JakartaKece #jakarta #PilkadaDKI #pilkadadki2017 #AkuCoblosAniesSandi,Buzzer,Bryan
864,positive,Anies-Sandi,<OK HAND> <OK HAND> <OK HAND>  #aniessandi #pilkadaDKI #pilkadaDKI2017 #majukotanyabahagiawarganya #prabowosubianto #pks https://www.instagram.com/p/BS7,Buzzer,Bryan
865,positive,Anies-Sandi,Bedanya hampir 17%..... artinya suara AHY ke ANIES-SANDI <Glowing Star> <Glowing Star> <Glowing Star>,Not,Bryan
866,positive,Anies-Sandi,"Menang Pilkada DKI, Prabowo: Anies-Sandi Harus Kerja Keras",Not,Bryan
867,positive,Anies-Sandi,"Doain daerah sendiri dulu aja, GUB nya bagaimana <FOLDED HANDS> Aa Gym Kritik Syukuran Anies-Sandi Usai Menang di Pilkada DKI https://today.line.me/",Not,Bryan
868,positive,Anies-Sandi,Feeling aku sih yang menang #PilkadaDKI itu pasangan Anies-Sandi.,Not,Bryan
869,positive,Anies-Sandi,"KPU Sudah Umumkan Hasil Pilkada DKI, Anies-Sandi Tetap Menang, Karangan Bunga Gak Ngaruh <Cat Face With Tears of Joy> https://goo.gl/fb/ASihdv",Not,Bryan
870,positive,Anies-Sandi,"Inilah Hasil Rekapituasi Manual Pilkada DKI, Anies-Sandi Tetap Menang http://fb.me/5WQ3cfXh0",Not,Bryan
871,positive,Anies-Sandi,Alesha aja milih no.3.... Masa kita gak...!!! <Smiling Face With Sunglasses> salam 3 jari #aniessandy https://www.instagram.com/p/BS2tr9cgJ_b/,Buzzer,Bryan
872,positive,Anies-Sandi,#aniessandy #gubenurgur3  <OK HAND>  <OK HAND>  <OK HAND>,Not,Bryan
873,positive,Anies-Sandi,... #AniesSandy  <OK HAND>  untuk Jakarta yang lebih baik ...,Not,Bryan
874,positive,Anies-Sandi,... Hahaha ... Adjrot Adjrot .... Ada ada aja ... Kehabisan akal ya untuk mengalahkan #AniesSandy kandidat favoritku <lovered>  <lovered>  ...,Buzzer,Bryan
875,positive,Anies-Sandi,"... #AniesSandy ... Insya Allah menang. Jangan lukai hati Umat Islam, kalau sudah menjabat <OK HAND> <OK HAND> <OK HAND> ...",Not,Bryan
876,positive,Anies-Sandi,"@KompasTV sayang #AniesSandy tidak datang, kalau datang pasti acaranya tambah keren <OK HAND> <OK HAND> #AhokDjarotDiRosi",Not,Bryan
877,positive,Anies-Sandi,"... Anies memang luar biasa  <OK HAND> ... Gubernur rakyat, bukan Gubernur pengembang ... #AniesSandy",Buzzer,Bryan
878,positive,Anies-Sandi,... Ahok dan Najwa bener bener mati kutu dan bingung ... #Anies menjawab semua tudingan dengan ringan dan tepat  <SMILING FACE WITH HEART-EYES> <SMILING FACE WITH HEART-EYES>  ... #AniesSandy,Buzzer,Bryan
879,positive,Anies-Sandi,#garudaindonesia #indonesia #motivator #motivatorindonesia #pembicara #trainer #pelatih #coach #kata2bijak #wisdom #ahokdjarot #aniessandy,Not,Bryan
880,positive,Anies-Sandi,Kita semua saudara!! #PilkadaSerentak2017 #PilkadaDKI #AHY #AhokJarot #AgusSylvi #AniesSandy #Indonesia,Not,Bryan
881,positive,Anies-Sandi,#SalamBersama #OkeOce #Jakarta #CoblosNomor3  @aniesbaswedan @sandiuno @Gerindra @PKSejahtera @Official_PAN,Buzzer,Bryan
882,positive,Anies-Sandi,Hallo Bang @aniesbaswedan Wah Asyik juga ya habis manggung di DA  <THUMBS UP> <THUMBS UP> @IndosiarID #OkeOce #Telu,Not,Bryan
883,positive,Anies-Sandi,#okeoce #3  <OK HAND>   <OK HAND>   <OK HAND> https://www.instagram.com/p/BS3wZR3BSRI/,Not,Bryan
884,positive,Anies-Sandi,sedang nongkrong tiba2 didatangi timses paslon 3 #OkeOce  <OK HAND>,Not,Bryan
885,positive,Anies-Sandi,"Pak Anies jadi pempmpinnya, maju terus Pak ke jalan yang di Ridhoi Allah  <THUMBS UP> <THUMBS UP> @DAcademyID @IndosiarID #OkeOce #3 #AniesSandi",Not,Bryan
886,positive,Anies-Sandi,Gubernur TERPILIH Kita Pak Anies  di @DAcademyID @IndosiarID #3 #OkeOce #pilkadadki2017,Not,Bryan
887,positive,Anies-Sandi,Saya hanya mencoba menerapkan apa yang seharusnya saya lakukan... #okeoce  <OK HAND>,Not,Bryan
888,positive,Anies-Sandi,3 YA 3 JANGAN LUPA YAAA #OkeOce <OK HAND> <OK HAND> <OK HAND>  #AniesSandi,Not,Bryan
889,positive,Anies-Sandi,"Sekarang saatnya brgabung & dukung usaha yang pimpinannya jelas seperti Ust. Yusuf Mansyur  <FOLDED HANDS> , #OkeOce #Pribumi #MuslimLawanRasis",Buzzer,Bryan
890,positive,Anies-Sandi,kita sih #OkeOCE aja <OK HAND>,Not,Bryan
891,positive,Anies-Sandi,wiiih Aqua pun #OKEOCE pilih no 3  <OK HAND>  <OK HAND>  <OK HAND>,Not,Bryan
892,positive,Anies-Sandi,Ada masalah dengan #kebhinnekaan ? Kayaknya nggak ada deh ! Kalau kita fokus #OkeOce insyaALLOH akan Oke-Oke aja  <OK HAND>,Buzzer,Bryan
893,positive,Anies-Sandi,#jakartakece #DebatFinalPilkadaJKT #OkeOce #3ya3 #JumatBarokah,Buzzer,Bryan
894,positive,Anies-Sandi,Dengan jaringan #OkeOce saat ini @JktMajuBersama sudah bisa menghadirkan OkeOce Mart <OK HAND> #SambutGubernurBaru,Not,Bryan
895,positive,Anies-Sandi,"Ingat, pilih no.3 di tanggal 19 April nanti ya kakak! <OK HAND> #okeoce . #PilihAniesSandi #AniesSandi… https://www.instagram.com/p/BS1-_Sqh9Yf/",Buzzer,Bryan
896,positive,Anies-Sandi,"Kali saja bpk @aniesbaswedan @sandiuno lihat, lagi di RSpun tetap selfie #OkeOce  <OK HAND>  #DebatPilkadaDki #AhokPanikAhokKalah",Buzzer,Bryan
897,positive,Anies-Sandi,Kita harus dapat merangkul semua orang tanpa batas usia dan kelamin #okeoce  <OK HAND> #salambersama #pks #temanahok <Victory Hand>,Not,Bryan
898,positive,Anies-Sandi,Ini jagoanku dibidang digital <Smiling Face With Sunglasses> <OK HAND> http://thonyleong.com  #okeoce #salambersama,Not,Bryan
899,positive,Anies-Sandi,#PesanBijak #OkeOce #GubernurGu3 ...,Buzzer,Bryan
900,positive,Anies-Sandi,Sandiaga: Bangun Rumah DP 0% Lebih Simpel Dibanding Tol Cipali #AniesSandiJawaraJakarta #GubernurGu3 #OkeOce #DP0%,Not,Bryan
